city,city_ascii,country,latitude,longitude,population
Folkston,Folkston,United States,30.8392,-82.0072,11407
Lyndon,Lyndon,United States,38.2644,-85.5891,11407
Sanniquellie,Sanniquellie,Liberia,7.371,-8.685,11415
Newport,Newport,United States,35.9614,-83.1977,11415
Highland,Highland,United States,38.7606,-89.681,11421
Haddonfield,Haddonfield,United States,39.8953,-75.0344,11424
Hibbing,Hibbing,United States,47.3981,-92.9487,11426
Hillsborough,Hillsborough,United States,37.5573,-122.3587,11431
Samaná,Samana,Dominican Republic,19.212,-69.332,11432
Collegedale,Collegedale,United States,35.0522,-85.0488,11437
Valdez,Valdez,Ecuador,1.2671,-78.9855,11441
Sandy,Sandy,United States,45.3986,-122.269,11445
Hillsdale,Hillsdale,United States,41.9274,-84.6365,11452
Fort-Liberté,Fort-Liberte,Haiti,19.6656,-71.8448,11465
Sedro-Woolley,Sedro-Woolley,United States,48.5095,-122.2344,11476
Fitzgerald,Fitzgerald,United States,31.7135,-83.2515,11476
Bellmawr,Bellmawr,United States,39.8665,-75.0942,11478
Portachuelo,Portachuelo,Bolivia,-17.36,-63.4,11485
Coshocton,Coshocton,United States,40.262,-81.8482,11488
Cottage Grove,Cottage Grove,United States,43.7958,-123.0581,11488
Aginskoye,Aginskoye,Russia,51.1031,114.5228,11491
Mexico,Mexico,United States,39.1626,-91.8711,11491
Robinson,Robinson,United States,31.4501,-97.1202,11493
Yeadon,Yeadon,United States,39.9325,-75.2527,11493
Cerrillos,Cerrillos,Argentina,-24.8996,-65.4833,11498
Río Colorado,Rio Colorado,Argentina,-38.9666,-64.0833,11499
D'Iberville,D'Iberville,United States,30.4545,-88.8982,11503
Broussard,Broussard,United States,30.1394,-91.9539,11507
Elgin,Elgin,United States,30.3529,-97.3887,11510
Zmeinogorsk,Zmeinogorsk,Russia,51.1571,82.195,11514
Du Bois,Du Bois,United States,41.1225,-78.7564,11514
Cedarburg,Cedarburg,United States,43.2991,-87.9887,11518
Bartica,Bartica,Guyana,6.4104,-58.63,11524
Grove City,Grove City,United States,41.1572,-80.0893,11524
Bradford,Bradford,United States,41.9604,-78.6413,11531
Tarrytown,Tarrytown,United States,41.0647,-73.8673,11532
Ravenna,Ravenna,United States,41.1613,-81.2421,11533
Port Morant,Port Morant,Jamaica,17.891,-76.329,11536
Chowchilla,Chowchilla,United States,37.1095,-120.2349,11536
Byram,Byram,United States,32.189,-90.2861,11545
Omaruru,Omaruru,Namibia,-21.436,15.951,11547
Storm Lake,Storm Lake,United States,42.6431,-95.197,11549
Arlington,Arlington,United States,35.2595,-89.668,11551
West Plains,West Plains,United States,36.7379,-91.868,11555
Gramsh,Gramsh,Albania,40.8667,20.2,11556
Berlin,Berlin,United States,44.4871,-71.2601,11560
Severnyy,Severnyy,Russia,67.6083,64.1233,11562
Newcastle,Newcastle,United States,47.5304,-122.1633,11567
Grafton,Grafton,United States,43.3205,-87.9482,11568
Coolidge,Coolidge,United States,32.9595,-111.5285,11568
North Vernon,North Vernon,United States,39.0151,-85.6287,11575
Lincoln City,Lincoln City,United States,44.975,-124.0073,11577
Clute,Clute,United States,29.0273,-95.3972,11586
Guymon,Guymon,United States,36.6901,-101.4778,11596
Garden City,Garden City,United States,43.6527,-116.2746,11602
Pichilemu,Pichilemu,Chile,-34.38,-72,11603
Jefferson,Jefferson,United States,34.1368,-83.6022,11610
Guttenberg,Guttenberg,United States,40.7927,-74.0047,11618
Mendota,Mendota,United States,36.7555,-120.3777,11621
Richfield,Richfield,United States,43.2372,-88.2413,11622
Alotau,Alotau,Papua New Guinea,-10.3021,150.4591,11624
Lamesa,Lamesa,United States,32.7333,-101.9542,11627
Jackson,Jackson,United States,39.046,-82.6494,11627
Elizabethtown,Elizabethtown,United States,40.1534,-76.5991,11629
Muswellbrook,Muswellbrook,Australia,-32.2696,150.89,11630
Archdale,Archdale,United States,35.9035,-79.9612,11631
Lundazi,Lundazi,Zambia,-12.2895,33.17,11635
Los Alamitos,Los Alamitos,United States,33.7972,-118.0594,11636
East Grand Rapids,East Grand Rapids,United States,42.9464,-85.6088,11637
Newport,Newport,United States,44.6231,-124.0524,11639
Eureka,Eureka,United States,38.5013,-90.6492,11641
Mont-Laurier,Mont-Laurier,Canada,46.5504,-75.5,11642
Port Washington,Port Washington,United States,43.3847,-87.8851,11642
Tomball,Tomball,United States,30.097,-95.6185,11643
River Edge,River Edge,United States,40.9269,-74.0387,11647
Gympie,Gympie,Australia,-26.1886,152.6709,11649
Signal Hill,Signal Hill,United States,33.8029,-118.1681,11649
Enumclaw,Enumclaw,United States,47.2018,-121.9898,11654
Seven Hills,Seven Hills,United States,41.3805,-81.6737,11655
Emeryville,Emeryville,United States,37.8382,-122.2932,11671
Loganville,Loganville,United States,33.8353,-83.8957,11674
Bridgeton,Bridgeton,United States,38.7672,-90.4277,11680
Wallington,Wallington,United States,40.8535,-74.1067,11689
Gulf Shores,Gulf Shores,United States,30.2718,-87.708,11689
Schiller Park,Schiller Park,United States,41.9586,-87.8693,11692
Prineville,Prineville,United States,44.2989,-120.8594,11701
Beachwood,Beachwood,United States,41.4759,-81.503,11707
Bainbridge,Bainbridge,United States,30.9046,-84.5722,11713
East Bethel,East Bethel,United States,45.3556,-93.2035,11713
Winchester,Winchester,United States,35.1898,-86.1078,11724
Magdagachi,Magdagachi,Russia,53.45,125.8,11739
Rurrenabaque,Rurrenabaque,Bolivia,-14.46,-67.56,11749
Sandpoint,Sandpoint,United States,48.2811,-116.5599,11751
Evanston,Evanston,United States,41.2602,-110.9646,11755
Wanaque,Wanaque,United States,41.044,-74.2901,11759
Cocoa Beach,Cocoa Beach,United States,28.3328,-80.6274,11761
Ndele,Ndele,Central African Republic,8.4091,20.653,11764
Florham Park,Florham Park,United States,40.7772,-74.3953,11766
Nagele,Nagele,Ethiopia,5.3166,39.5833,11772
Nelson,Nelson,Canada,49.4837,-117.2833,11779
Franklin,Franklin,United States,39.5537,-84.295,11780
Ascensión,Ascension,Mexico,31.1,-107.98,11781
Cafayate,Cafayate,Argentina,-26.0829,-65.9666,11785
Somersworth,Somersworth,United States,43.2534,-70.8856,11791
Eunice,Eunice,United States,30.4904,-92.4191,11803
Haapsalu,Haapsalu,Estonia,58.9431,23.5414,11805
Kingsburg,Kingsburg,United States,36.5241,-119.5608,11807
Woodward,Woodward,United States,36.4246,-99.4059,11807
Portland,Portland,Australia,-38.34,141.59,11808
Newton,Newton,United States,41.0535,-74.7527,11808
Bluffdale,Bluffdale,United States,40.4743,-111.9383,11809
Cadillac,Cadillac,United States,44.2494,-85.4137,11809
Dolo Bay,Dolo Bay,Ethiopia,4.1833,42.0833,11810
Red Bank,Red Bank,United States,35.1116,-85.2962,11813
Wetaskiwin,Wetaskiwin,Canada,52.9666,-113.3833,11823
Ozark,Ozark,United States,31.4508,-85.6473,11826
Healdsburg,Healdsburg,United States,38.6229,-122.8651,11827
Bennettsville,Bennettsville,United States,34.6303,-79.6874,11839
Kempsey,Kempsey,Australia,-31.0874,152.822,11840
Weatherford,Weatherford,United States,35.5385,-98.6872,11844
Malargüe,Malargue,Argentina,-35.4661,-69.5833,11847
Lansing,Lansing,United States,39.2435,-94.8981,11849
Portland,Portland,United States,36.5878,-86.5191,11854
Malvern,Malvern,United States,34.369,-92.8186,11861
Otsego,Otsego,United States,42.457,-85.6975,11864
Qabala,Qabala,Azerbaijan,40.9814,47.8458,11867
Nacozari de García,Nacozari de Garcia,Mexico,30.42,-109.65,11872
Carahue,Carahue,Chile,-38.7095,-73.17,11875
El Campo,El Campo,United States,29.1983,-96.2738,11885
Freehold,Freehold,United States,40.2595,-74.2753,11891
Bogalusa,Bogalusa,United States,30.7812,-89.8633,11894
Balancán,Balancan,Mexico,17.8,-91.53,11895
Santa Rosalía,Santa Rosalia,Mexico,27.3171,-112.2834,11899
Macedonia,Macedonia,United States,41.3147,-81.499,11899
La Cruz,La Cruz,Mexico,23.9204,-106.9,11900
Killarney,Killarney,Ireland,52.0504,-9.5167,11902
Crestwood,Crestwood,United States,38.5569,-90.3783,11905
Grimes,Grimes,United States,41.6776,-93.7946,11909
Scotts Valley,Scotts Valley,United States,37.0555,-122.0118,11928
Greensburg,Greensburg,United States,39.3515,-85.5024,11928
Snyder,Snyder,United States,32.7136,-100.9108,11938
Leeds,Leeds,United States,33.5429,-86.5636,11940
Bucyrus,Bucyrus,United States,40.8054,-82.9719,11940
Chuquicamata,Chuquicamata,Chile,-22.32,-68.93,11941
Glen Rock,Glen Rock,United States,40.96,-74.1248,11946
Lake Station,Lake Station,United States,41.5729,-87.26,11952
Tepelenë,Tepelene,Albania,40.2833,20.0333,11955
Manchester,Manchester,United States,35.4629,-86.0774,11959
Port Lavaca,Port Lavaca,United States,28.6181,-96.6278,11963
Kasaji,Kasaji,Congo (Kinshasa),-10.3662,23.45,11969
Robertsport,Robertsport,Liberia,6.7533,-11.3686,11969
Clawson,Clawson,United States,42.5367,-83.1504,11970
Dundo,Dundo,Angola,-7.38,20.83,11985
Dolinsk,Dolinsk,Russia,47.3504,142.8,11989
Cottonwood,Cottonwood,United States,34.7194,-112.0014,11990
Clayton,Clayton,United States,37.9403,-121.9301,11992
Corriverton,Corriverton,Guyana,5.9,-57.17,12000
Woodinville,Woodinville,United States,47.7568,-122.1479,12000
Lovington,Lovington,United States,32.9457,-103.3504,12003
Brown Deer,Brown Deer,United States,43.1743,-87.975,12011
Somerset,Somerset,United States,40.005,-79.0778,12011
Norton,Norton,United States,41.0294,-81.6461,12011
Winfield,Winfield,United States,37.2739,-96.95,12012
Poquoson,Poquoson,United States,37.1318,-76.3569,12017
Waconia,Waconia,United States,44.8411,-93.7933,12020
Robstown,Robstown,United States,27.7886,-97.6685,12022
Aleksandrovsk Sakhalinskiy,Aleksandrovsk Sakhalinskiy,Russia,50.8975,142.1561,12024
Santaquin,Santaquin,United States,39.9713,-111.7936,12041
Glenwood Springs,Glenwood Springs,United States,39.5459,-107.3348,12042
Dikhil,Dikhil,Djibouti,11.104,42.372,12043
Edgewater,Edgewater,United States,40.8234,-73.974,12044
Angra do Heroísmo,Angra do Heroismo,Portugal,38.6504,-27.2167,12045
Delavan,Delavan,United States,42.6281,-88.6324,12045
Kelso,Kelso,United States,46.1249,-122.8907,12047
Pell City,Pell City,United States,33.5609,-86.2669,12055
Azle,Azle,United States,32.8954,-97.5379,12064
Batesville,Batesville,United States,35.7687,-91.6226,12065
Waku Kungo,Waku Kungo,Angola,-11.3595,15.12,12069
Alta,Alta,Norway,69.9666,23.2417,12077
Florida City,Florida City,United States,25.4418,-80.4685,12078
Amherst,Amherst,United States,41.4022,-82.2303,12078
Babylon,Babylon,United States,40.6949,-73.3271,12079
Shepherdsville,Shepherdsville,United States,37.9841,-85.7007,12082
Brandfort,Brandfort,South Africa,-28.6996,26.47,12091
Richmond,Richmond,United States,29.5817,-95.7605,12092
Cordele,Cordele,United States,31.9563,-83.7695,12092
Royse City,Royse City,United States,32.9769,-96.3213,12093
Speedway,Speedway,United States,39.7937,-86.2479,12102
Riverview,Riverview,United States,42.1729,-83.1935,12103
Festus,Festus,United States,38.2198,-90.4095,12104
Gladstone,Gladstone,United States,45.3864,-122.5933,12116
Cherlak,Cherlak,Russia,54.1605,74.82,12122
Haverstraw,Haverstraw,United States,41.1934,-73.952,12129
Georgetown,Georgetown,United States,33.3595,-79.296,12133
Holly Hill,Holly Hill,United States,29.2442,-81.0461,12142
Gatesville,Gatesville,United States,31.444,-97.7333,12147
Saint Peter,Saint Peter,United States,44.3295,-93.9643,12149
Freeport,Freeport,United States,28.9428,-95.3622,12153
Frederick,Frederick,United States,40.1096,-104.9677,12154
Newberry,Newberry,United States,34.2822,-81.6012,12156
Red Bank,Red Bank,United States,40.348,-74.0674,12160
Ottawa,Ottawa,United States,38.5998,-95.2643,12161
Belomorsk,Belomorsk,Russia,64.5252,34.7658,12165
Somerville,Somerville,United States,40.5696,-74.6092,12165
Trophy Club,Trophy Club,United States,33.0038,-97.1897,12166
Lindale,Lindale,United States,32.4933,-95.4069,12171
Irmo,Irmo,United States,34.1016,-81.1949,12177
Hasbrouck Heights,Hasbrouck Heights,United States,40.862,-74.0742,12182
Cedar Lake,Cedar Lake,United States,41.3693,-87.438,12183
Qalat,Qalat,Afghanistan,32.1123,66.8868,12191
Elkhorn,Elkhorn,United States,42.6711,-88.5376,12198
Silver City,Silver City,United States,32.7783,-108.2699,12202
South Miami,South Miami,United States,25.7078,-80.2952,12207
Cheney,Cheney,United States,47.49,-117.5789,12213
Pontiac,Pontiac,United States,40.8881,-88.6415,12215
Warwick,Warwick,United States,41.2551,-74.355,12222
Blue Ash,Blue Ash,United States,39.2478,-84.3824,12228
Porvoo,Porvoo,Finland,60.4004,25.666,12242
Moloundou,Moloundou,Congo (Brazzaville),2.0337,15.2167,12244
Marysville,Marysville,United States,39.1518,-121.5835,12249
Ermoupoli,Ermoupoli,Greece,37.4504,24.9333,12260
Athens,Athens,United States,32.2053,-95.8348,12266
Blythe,Blythe,United States,33.6219,-114.6177,12267
Wilmington,Wilmington,United States,39.4387,-83.8184,12280
Nazyvayevsk,Nazyvayevsk,Russia,55.567,71.35,12284
Eatontown,Eatontown,United States,40.2913,-74.0558,12287
Aldama,Aldama,Mexico,22.9204,-98.07,12292
Truckee,Truckee,United States,39.3455,-120.1848,12296
Oregon,Oregon,United States,42.9252,-89.3887,12297
Ishpeming,Ishpeming,United States,46.4861,-87.6658,12303
Grants,Grants,United States,35.1538,-107.8347,12305
Neosho,Neosho,United States,36.844,-94.3756,12305
Beatrice,Beatrice,United States,40.2738,-96.7455,12308
Portales,Portales,United States,34.1765,-103.3543,12310
Othello,Othello,United States,46.8226,-119.1654,12324
West Haven,West Haven,United States,41.2082,-112.0538,12329
Glenn Heights,Glenn Heights,United States,32.5507,-96.8548,12336
LaBelle,LaBelle,United States,26.7212,-81.4526,12337
Fergus Falls,Fergus Falls,United States,46.285,-96.0763,12338
North Saint Paul,North Saint Paul,United States,45.0137,-92.9995,12338
Chelsea,Chelsea,United States,33.3258,-86.6287,12341
Warwick,Warwick,Australia,-28.2292,152.0203,12347
Choctaw,Choctaw,United States,35.48,-97.2666,12354
New Baltimore,New Baltimore,United States,42.6903,-82.7398,12355
Forecariah,Forecariah,Guinea,9.43,-13.098,12358
Irondale,Irondale,United States,33.544,-86.6599,12359
Marion,Marion,United States,35.2039,-90.2059,12362
Ellwood City,Ellwood City,United States,40.8619,-80.283,12371
Larkspur,Larkspur,United States,37.9394,-122.5313,12382
Northlake,Northlake,United States,41.9143,-87.9053,12391
Plymouth,Plymouth,United States,41.3482,-86.3188,12392
Ringwood,Ringwood,United States,41.1063,-74.2754,12399
Kewanee,Kewanee,United States,41.2399,-89.9258,12401
Gulfport,Gulfport,United States,27.7463,-82.7099,12407
Kilindoni,Kilindoni,Tanzania,-7.9163,39.65,12409
Cornelius,Cornelius,United States,45.5198,-123.0529,12414
Winnetka,Winnetka,United States,42.1065,-87.7421,12417
Oshikango,Oshikango,Namibia,-17.3995,15.88,12423
Colesberg,Colesberg,South Africa,-30.7195,25.1,12423
Palos Heights,Palos Heights,United States,41.6637,-87.7959,12438
Fredericksburg,Fredericksburg,United States,30.2669,-98.8759,12442
Patchogue,Patchogue,United States,40.7621,-73.0185,12449
Avenal,Avenal,United States,36.0312,-120.116,12451
Davidson,Davidson,United States,35.4861,-80.8272,12452
Chatham,Chatham,United States,39.6714,-89.6962,12453
Green River,Green River,United States,41.5124,-109.4708,12458
Federal Heights,Federal Heights,United States,39.8651,-105.0154,12458
Woodhaven,Woodhaven,United States,42.132,-83.2374,12461
Richmond Hill,Richmond Hill,United States,31.9207,-81.3181,12482
Calbuco,Calbuco,Chile,-41.7522,-73.1416,12490
Isla Mujeres,Isla Mujeres,Mexico,21.2084,-86.7115,12491
Groveland,Groveland,United States,28.602,-81.8205,12493
Lakeland,Lakeland,United States,35.2586,-89.7307,12494
Fulton,Fulton,United States,38.855,-91.9512,12495
Marshall,Marshall,United States,39.1145,-93.201,12501
Port Pirie,Port Pirie,Australia,-33.1911,137.99,12506
Grand Terrace,Grand Terrace,United States,34.0312,-117.3133,12509
Red Oak,Red Oak,United States,32.5204,-96.786,12522
Lincolnwood,Lincolnwood,United States,42.0054,-87.7329,12527
Jackson,Jackson,United States,43.4723,-110.774,12540
Platteville,Platteville,United States,42.7334,-90.4716,12550
Plover,Plover,United States,44.4614,-89.5373,12552
Markham,Markham,United States,41.6,-87.6905,12565
Cedartown,Cedartown,United States,34.0217,-85.25,12565
Pago Pago,Pago Pago,American Samoa,-14.274,-170.7046,12576
Barcelos,Barcelos,Brazil,-0.975,-62.9239,12584
Suamico,Suamico,United States,44.6352,-88.0664,12588
Spearfish,Spearfish,United States,44.4912,-103.8166,12590
New Kensington,New Kensington,United States,40.5711,-79.7521,12592
Lumberton,Lumberton,United States,30.2562,-94.2071,12594
San Anselmo,San Anselmo,United States,37.9821,-122.5699,12599
Channahon,Channahon,United States,41.4202,-88.2623,12600
Virginia,Virginia,United States,47.5172,-92.5121,12603
Jesup,Jesup,United States,31.5991,-81.8898,12605
Mahomet,Mahomet,United States,40.188,-88.3907,12610
Oskaloosa,Oskaloosa,United States,41.2921,-92.6404,12611
Tovuz,Tovuz,Azerbaijan,40.9922,45.6289,12626
Derby,Derby,United States,41.3265,-73.0833,12631
Mogocha,Mogocha,Russia,53.7333,119.7666,12647
Garbahaarey,Garbahaarey,Somalia,3.327,42.227,12652
Charlotte,Charlotte,United States,42.5662,-84.8304,12654
Sunchales,Sunchales,Argentina,-30.9329,-61.5666,12655
Arkansas City,Arkansas City,United States,37.0726,-97.0386,12656
Jacksonville,Jacksonville,United States,33.8084,-85.7544,12657
Bedford,Bedford,United States,41.3919,-81.5358,12665
Bay Saint Louis,Bay Saint Louis,United States,30.3281,-89.3774,12667
Uglegorsk,Uglegorsk,Russia,49.0833,142.0333,12669
Lilburn,Lilburn,United States,33.8887,-84.1379,12675
Corinth,Corinth,United States,34.9474,-88.5143,12678
Wilton Manors,Wilton Manors,United States,26.1593,-80.1395,12682
Peru,Peru,United States,40.7585,-86.0715,12686
Wickliffe,Wickliffe,United States,41.6072,-81.469,12689
Librazhd,Librazhd,Albania,41.2,20.3667,12691
Ziniaré,Ziniare,Burkina Faso,12.577,-1.293,12703
Paris,Paris,United States,38.2015,-84.2717,12704
Riverton,Riverton,United States,43.0416,-108.4125,12705
Sault Sainte Marie,Sault Sainte Marie,United States,46.4816,-84.372,12705
Youngsville,Youngsville,United States,30.096,-91.9961,12709
Bubanza,Bubanza,Burundi,-3.0833,29.3667,12728
Diébougou,Diebougou,Burkina Faso,10.952,-3.248,12732
Loveland,Loveland,United States,39.2679,-84.2731,12732
Clarkston,Clarkston,United States,33.8138,-84.2381,12742
Boone,Boone,United States,42.0531,-93.8773,12742
Rogers,Rogers,United States,45.1865,-93.5781,12748
New Providence,New Providence,United States,40.6996,-74.4037,12758
Trenton,Trenton,United States,39.4791,-84.462,12762
Kamuli,Kamuli,Uganda,0.9472,33.1197,12764
Panama City Beach,Panama City Beach,United States,30.237,-85.8776,12776
Powell River,Powell River,Canada,49.8837,-124.55,12779
Glendale,Glendale,United States,43.1289,-87.9277,12779
Oak Island,Oak Island,United States,33.9433,-78.1366,12779
Port Royal,Port Royal,United States,32.3579,-80.7047,12785
Lawrenceburg,Lawrenceburg,United States,39.0989,-84.8713,12787
South Daytona,South Daytona,United States,29.1656,-81.0056,12789
Port Neches,Port Neches,United States,29.9765,-93.9459,12809
Powell,Powell,United States,40.1679,-83.08,12810
Saint Ann,Saint Ann,United States,38.7266,-90.3871,12812
Los Lagos,Los Lagos,Chile,-39.8495,-72.83,12813
Minden,Minden,United States,32.6187,-93.2762,12822
Moody,Moody,United States,33.5986,-86.4963,12823
Hammonton,Hammonton,United States,39.6571,-74.7679,12828
Vicente Guerrero,Vicente Guerrero,Mexico,30.7641,-116.0093,12829
Horsham,Horsham,Australia,-36.7096,142.19,12830
Liestal,Liestal,Switzerland,47.483,7.737,12832
Camabatela,Camabatela,Angola,-8.1896,15.37,12837
Dover,Dover,United States,40.5302,-81.4805,12843
Justice,Justice,United States,41.7495,-87.8345,12844
South Charleston,South Charleston,United States,38.3482,-81.711,12859
Kingston,Kingston,United States,41.2652,-75.8875,12861
Centerton,Centerton,United States,36.3551,-94.296,12861
New Carrollton,New Carrollton,United States,38.9663,-76.8769,12868
Malibu,Malibu,United States,34.0368,-118.7845,12879
Chilca,Chilca,Peru,-12.5196,-76.74,12884
Obo,Obo,Central African Republic,5.4,26.5,12887
Tierra Amarilla,Tierra Amarilla,Chile,-27.48,-70.28,12888
Dayton,Dayton,United States,30.0358,-94.9024,12895
Forrest City,Forrest City,United States,35.0101,-90.7875,12896
Kisoro,Kisoro,Uganda,-1.3539,29.6983,12900
Sturgis,Sturgis,United States,41.8003,-85.4184,12903
West Monroe,West Monroe,United States,32.5121,-92.1513,12922
Cloquet,Cloquet,United States,46.7221,-92.4924,12922
Fruita,Fruita,United States,39.154,-108.7285,12924
Uyuni,Uyuni,Bolivia,-20.46,-66.83,12939
Greenville,Greenville,United States,40.1042,-84.6209,12943
Forest Hill,Forest Hill,United States,32.662,-97.2664,12947
Herrin,Herrin,United States,37.7984,-89.0304,12950
Mounds View,Mounds View,United States,45.1071,-93.2077,12952
Verona,Verona,United States,42.9879,-89.5371,12969
Pecos,Pecos,United States,31.4046,-103.5057,12973
Commerce,Commerce,United States,33.9963,-118.1519,12973
Keokuk,Keokuk,United States,40.4096,-91.4031,12976
Glen Carbon,Glen Carbon,United States,38.758,-89.9839,12978
Andover,Andover,United States,37.687,-97.1352,12980
Worthington,Worthington,United States,43.6279,-95.5984,12984
Endicott,Endicott,United States,42.098,-76.0639,12992
North Palm Beach,North Palm Beach,United States,26.8217,-80.0574,12993
Champasak,Champasak,Laos,14.8833,105.8667,12994
Kumi,Kumi,Uganda,1.4608,33.9361,13000
Muynoq,Muynoq,Uzbekistan,43.7683,59.0214,13000
Bastrop,Bastrop,United States,32.7749,-91.9058,13010
Shiloh,Shiloh,United States,38.554,-89.9163,13011
Rochester,Rochester,United States,42.6867,-83.1197,13017
Key Biscayne,Key Biscayne,United States,25.6908,-80.1653,13019
Menongue,Menongue,Angola,-14.6666,17.7,13030
Macará,Macara,Ecuador,-4.3796,-79.95,13035
Bellefontaine,Bellefontaine,United States,40.3627,-83.763,13038
Newton,Newton,United States,35.6631,-81.2333,13042
Guerrero Negro,Guerrero Negro,Mexico,27.9904,-114.17,13054
Dabola,Dabola,Guinea,10.748,-11.109,13057
Ridgefield Park,Ridgefield Park,United States,40.8544,-74.0199,13059
Coatesville,Coatesville,United States,39.985,-75.8199,13064
Tarboro,Tarboro,United States,35.9046,-77.5562,13080
Maryville,Maryville,United States,40.3438,-94.8706,13081
Washington,Washington,United States,38.6592,-87.1721,13090
McPherson,McPherson,United States,38.3712,-97.6608,13091
Martinsville,Martinsville,United States,39.4228,-86.4207,13097
Port Clinton,Port Clinton,United States,41.5094,-82.9383,13104
Dallas,Dallas,United States,33.9153,-84.8416,13108
South Sioux City,South Sioux City,United States,42.4636,-96.4149,13120
Bellefonte,Bellefonte,United States,40.9141,-77.7683,13126
University Heights,University Heights,United States,41.4948,-81.5348,13126
Qulan,Qulan,Kazakhstan,42.9204,72.705,13128
Oakland,Oakland,United States,41.0313,-74.2411,13130
Stoughton,Stoughton,United States,42.9237,-89.2219,13134
Taylorville,Taylorville,United States,39.5328,-89.2804,13138
Lockhart,Lockhart,United States,29.8785,-97.6831,13142
Tayynsha,Tayynsha,Kazakhstan,53.8481,69.7638,13148
Superior,Superior,United States,39.9348,-105.1584,13155
Clayton,Clayton,United States,39.8689,-84.3292,13160
Huron,Huron,United States,44.3622,-98.2102,13163
Eisenstadt,Eisenstadt,Austria,47.8333,16.5333,13165
Uyar,Uyar,Russia,55.8104,94.3153,13167
Spring Lake,Spring Lake,United States,35.184,-78.9963,13168
Borger,Borger,United States,35.6598,-101.4012,13179
Dunmore,Dunmore,United States,41.4153,-75.6072,13187
New Ulm,New Ulm,United States,44.312,-94.4678,13188
Namanga,Namanga,Kenya,-2.5396,36.8,13193
Beyla,Beyla,Guinea,8.687,-8.657,13204
Santa Fe,Santa Fe,United States,29.3891,-95.1005,13205
Fort Morgan,Fort Morgan,United States,40.2561,-103.7907,13215
Soddy-Daisy,Soddy-Daisy,United States,35.2571,-85.174,13217
Broome,Broome,Australia,-17.9618,122.2308,13218
Paso de los Toros,Paso de los Toros,Uruguay,-32.81,-56.51,13221
Globe,Globe,United States,33.3869,-110.7515,13234
Warrensville Heights,Warrensville Heights,United States,41.4363,-81.5222,13236
Warrenville,Warrenville,United States,41.821,-88.1856,13246
Lawrenceburg,Lawrenceburg,United States,38.0331,-84.9031,13262
Lake Forest Park,Lake Forest Park,United States,47.7592,-122.2877,13266
Lone Tree,Lone Tree,United States,39.5308,-104.871,13271
Lapeer,Lapeer,United States,43.0447,-83.3254,13283
Talladega,Talladega,United States,33.4329,-86.0976,13298
Fortuna,Fortuna,United States,40.5855,-124.1417,13299
Kirensk,Kirensk,Russia,57.7857,108.1119,13308
Vadnais Heights,Vadnais Heights,United States,45.057,-93.0747,13321
Dardenne Prairie,Dardenne Prairie,United States,38.7549,-90.7308,13329
Dolbeau,Dolbeau,Canada,48.8666,-72.2333,13337
Tokoroa,Tokoroa,New Zealand,-38.2245,175.8705,13350
San Marino,San Marino,United States,34.1224,-118.1132,13365
Shorewood,Shorewood,United States,43.0913,-87.8863,13368
Joaquín V. González,Joaquin V. Gonzalez,Argentina,-25.0833,-64.1834,13376
Mariental,Mariental,Namibia,-24.6196,17.9599,13380
Kittanning,Kittanning,United States,40.8279,-79.5233,13381
Marion,Marion,United States,35.6776,-82.0016,13383
Western Springs,Western Springs,United States,41.8022,-87.9006,13391
Muisne,Muisne,Ecuador,0.61,-80.02,13393
Luganville,Luganville,Vanuatu,-15.5126,167.1766,13397
Bollnäs,Bollnas,Sweden,61.352,16.3666,13398
Riverdale,Riverdale,United States,41.644,-87.6366,13398
Faya Largeau,Faya Largeau,Chad,17.9167,19.1167,13400
Ferndale,Ferndale,United States,48.8525,-122.5893,13403
Sharon,Sharon,United States,41.2339,-80.4997,13405
Twentynine Palms,Twentynine Palms,United States,34.1484,-116.0655,13410
Chitipa,Chitipa,Malawi,-9.7162,33.2666,13412
Golyshmanovo,Golyshmanovo,Russia,56.3819,68.3715,13424
Brecksville,Brecksville,United States,41.3079,-81.6193,13425
Mbulu,Mbulu,Tanzania,-3.8496,35.53,13430
Chesterton,Chesterton,United States,41.5995,-87.0549,13441
Palmetto,Palmetto,United States,27.525,-82.5749,13446
Marshall,Marshall,United States,44.4488,-95.7897,13448
Solana Beach,Solana Beach,United States,32.9946,-117.2575,13449
San Carlos,San Carlos,Nicaragua,11.2,-84.8333,13451
Atlantic Beach,Atlantic Beach,United States,30.3372,-81.4128,13452
Grovetown,Grovetown,United States,33.4495,-82.2066,13463
Monroe,Monroe,United States,39.4461,-84.3666,13473
Glenpool,Glenpool,United States,35.9481,-96.0049,13479
La Grange Park,La Grange Park,United States,41.8308,-87.8723,13483
Cajabamba,Cajabamba,Peru,-7.6196,-78.04,13486
Brevard,Brevard,United States,35.2437,-82.7266,13486
Newark,Newark,United States,43.0418,-77.093,13487
Calera,Calera,United States,33.1249,-86.745,13489
Vicuña,Vicuna,Chile,-30.0295,-70.74,13496
Swansea,Swansea,United States,38.5502,-89.9854,13500
Englewood,Englewood,United States,39.8643,-84.3071,13502
Esil,Esil,Kazakhstan,51.957,66.3775,13504
Washington,Washington,United States,40.1739,-80.2465,13514
Havre de Grace,Havre de Grace,United States,39.5471,-76.1135,13527
Steamboat Springs,Steamboat Springs,United States,40.4774,-106.8233,13529
